,lemma
1809,milyon
1810,100000
1811,yuta
1812,daang-libo
1813,10000
1814,sampung-libo
1815,laksa
1816,ferry
1817,kanue
1818,bangka
1819,submarino
1820,hovercraft
1821,eruplano na tagapagdala
1822,binta
1823,barkong piloto
1824,hydroplane
1825,hydrofoil
1826,badeo
1827,lalagyan barko
1828,barko na karga
1829,makinilya
1830,ruler
1831,stapler
1832,opiser
1833,opisyal
1834,panukat
1835,puncher
1836,ponche
1837,pangbutas
1838,pambutas
1839,punong-sitrus
1840,sitrus
1841,kaiklian
1842,pagpapalapot
1843,moistener
1844,baging-dyuberi
1845,punong-tangherina
1846,baging-alimani
1847,punong-rambutan
1848,baging-pakwan
1849,punong-kamatis
1850,punong-satsuma
1851,palumpong-kwins
1852,punong-granada
1853,punong-duhat
1854,punong-pinya
1855,punong-persimon
1856,punong-peras
1857,punong-milokoton
1858,punong-papaya
1859,punong-dalanghita
1860,punong-dalandan
1861,punong-nektarin
1862,baging-milon
1863,punong-mangga
1864,punong-loganberry
1865,punong-dalayap
1866,punong-dayap
1867,punong-limon
1868,baging-kiwi
1869,punong-nangka
1870,punong-langka
1871,palumpong-bayabas
1872,baging-ubas
1873,punong-suha
1874,punong-duryan
1875,punong-cranberry
1876,punong-buko
1877,punong-clemtine
1878,punong-tseri
1879,punong-tserimoya
1880,palumpong-lumboy
1881,punong-saging
1882,punong-kamansi
1883,punong-rimas
1884,punong-aprikot
1885,punong-abukado
1886,dyuberi
1887,litsiyas
1888,tangherina
1889,rambutan
1890,pasas
1891,pakwan
1892,presa
1893,satsuma
1894,kwins
1895,granada
1896,duhat
1897,pinya
1898,persimon
1899,peras
1900,milokoton
1901,papaya
1902,dalanghita
1903,dalandan
1904,nektarin
1905,milon
1906,mangga
1907,loganberry
1908,dalayap
1909,dayap
1910,limon
1911,kiwi
1912,nangka
1913,langka
1914,bayabas
1915,ubas
1916,lukban
1917,suha
1918,igos
1919,duryan
1920,cranberry
1921,buko
1922,clementine
1923,tseri
1924,tserimoya
1925,alimani
1926,kamatis
1927,lumboy
1928,saging
1929,puno ng saging
1930,kamansi
1931,rimas
1932,abukado
1933,aprikot
1934,mansanas
1935,kaldereta
1936,tinola
1937,sinigang
1938,nilaga
1939,tekstuwal
1940,banghay
1941,astrolabo
1942,astrolyabya
1943,napakalalim
1944,abyssal
1945,ornamento
1946,greave
1947,pagpapatapon
1948,desyero
1949,imbentaryo
1950,istak
1951,kapital
1952,puhunan
1953,vestment
1954,scarab
1955,magtotroso
1956,palahaw
1957,palatsaw
1958,singaw
1959,biktima
1960,tagapangalaga
1961,tagapagtanggol
1962,tagapagtanggo
1963,protektor
1964,halberd
1965,bastardo
1966,magdaraya
1967,manloloko
1968,arala
1969,aprendis
1970,armband
1971,bolster
1972,komandante
1973,kumander
1974,totem
1975,bagito
1976,baguhan
1977,paghanga
1978,pagkagusto
1979,maayos
1980,pagkamapagdamdam
1981,sensitibidad
1982,paglilikom
1983,pag-iipon
1984,lalin
1985,impeksiyon
1986,magmamanyika
1987,dibuho
1988,pigura
1989,nobleman
1990,propesyonal
1991,pulang langgam
1992,elektrisista
1993,tagasimut
1994,tagaubus
1995,manggagapas
1996,mangaani
1997,plaga
1998,peste
1999,sukubo
2000,bruha
2001,wretch
2002,tagapagpapasakit
2003,manikin
2004,papet
2005,tau-tauhan
2006,lukayo
2007,payaso
2008,voodoo
2009,kulamin
2010,defiler
2011,disipulo
2012,alagad
2013,pandadaluhong
2014,mandaluhong
2015,panda
2016,predator
2017,lehiyonaryo
2018,pebble
2019,dambuhala
2020,higante
2021,chipper
2022,tagapagsanggalang
2023,pyromancer
2024,sigwa
2025,unos
2026,loko
2027,baliw
2028,pollywog
2029,andromeda
2030,tagamanman
2031,iskaut
2032,sentri
2033,sentinel
2034,guwardiya
2035,bane
2036,pyromancy
2037,paghihimagsik
2038,hanging palay-palay
2039,lamok
2040,surboard
2041,subaybayan at patlang
2042,jogging
2043,langoy
2044,surping
2045,pangingisda
2046,poker
2047,dama
2048,tses
2049,ahedre
2050,chess
2051,bolibol
2052,sopbol
2053,regbi
2054,netball
2055,ice hockey
2056,hurling
2057,hockey
2058,handbol
2059,putbol
2060,kriket
2061,basketbol
2062,basketball
2063,bola ng basketbol
2064,beisbol
2065,besbol
2066,snuker
2067,skittle
2068,bilyar
2069,golp
2070,darts
2071,curling
2072,kroket
2073,bowling
2074,bocce
2075,tenis
2076,pingpong
2077,pagpana
2078,pamamana
2079,racquetball
2080,badminton
2081,bodybuilding
2082,akrobasya
2083,akrobatika
2084,aerobika
2085,buno
2086,sumo
2087,karate
2088,diyuditsu
2089,diyudo
2090,hudo
2091,plorete
2092,eskrima
2093,boksing
2094,aikido
2095,baga
2096,bituka
2097,puso
2098,talampakan
2099,dila
2100,ipin
2101,ngipin
2102,pilikmata
2103,pisngi
2104,lalamunan
2105,esopago
2106,baywang
2107,noo
2108,balikat
2109,utak
2110,kiki
2111,bilat
2112,burat
2113,titi
2114,likod
2115,puwit
2116,hita
2117,butas-ilong
2118,pang-amoy
2119,ilong
2120,bunganga
2121,bibig
2122,nguso
2123,ulo
2124,tuhod
2125,baba
2126,balakang
2127,galang-galangan
2128,kamay
2129,leeg
2130,buhok
2131,buol
2132,bukung-bukong
2133,paa
2134,daliri
2135,kamao
2136,kodo
2137,siko
2138,kwaderno
2139,hinlalaki
2140,suso
2141,dibdib
2142,binti
2143,puson
2144,tiyan
2145,sikmura
2146,kilay
2147,mata
2148,sebra
2149,lobo
2150,balyena
2151,sihors
2152,pawikan
2153,pagong
2154,trout
2155,tigre
2156,siguwanas
2157,martines
2158,ardilya
2159,maya
2160,bisig
2161,braso
2162,serpyente
2163,ahas
2164,selyo
2165,sardinas
2166,roe
2167,raynoseros
2168,rattlesnake
2169,kuneho
2170,pugo
2171,porpoys
2172,benggala
2173,penguwin
2174,pabureal
2175,paboreal
2176,partrids
2177,loro
2178,talaba
2179,buho
2180,kuwago
2181,oter
2182,otter
2183,mare
2184,liyon
2185,leon
2186,leopardo
2187,muning
2188,kuting
2189,kanggaro
2190,galamay
2191,dikya
2192,mang-aso
2193,kabayo
2194,Hipopotamo
2195,kandangaok
2196,inahin
2197,lawin
2198,liyebre
2199,gorilya
2200,goldpis
2201,Kardelina
2202,kambing
2203,gnu
2204,alitangya
2205,niknik
2206,dyirap
2207,gansa
2208,soro
2209,isda
2210,finch
2211,ferret
2212,palkon
2213,emu
2214,gadya
2215,elepante
2216,greyhawnd
2217,wapiti
2218,bibe
2219,pato
2220,gakgak
2221,palaalamatan
2222,mitolohiya
2223,dragon
2224,kalapati
2225,banado
2226,USA
2227,Kurlyo
2228,monggrel
2229,tilaok
2230,uwak
2231,buto
2232,kalansay
2233,sistema ng kalansay
2234,bungo
2235,panga
2236,krokadilyo
2237,buwaya
2238,tagak
2239,kreyn
2240,koyote
2241,bisiro
2242,potro
2243,pandong
2244,kaputsa
2245,talukbong
2246,ulupong
2247,kobra
2248,ipis
2249,tulya
2250,paros
2251,kalabaw
2252,baka
2253,pusa
2254,disyerto
2255,kamelyo
2256,bulugan
2257,vertebrate
2258,ibon
2259,bubuyog
2260,abeha
2261,pukyutan
2262,omnivore
2263,herbivore
2264,karniboro
2265,plantigreyd
2266,oso
2267,bayakan
2268,paniki
2269,Bakterya
2270,tsonggo
2271,buriko
2272,asno
2273,bakulaw
2274,unggoy
2275,matsing
2276,antilope
2277,guyam
2278,langgam
2279,Mandarin
2280,anibersaryo
2281,tuta ng lobo
2282,musmos na lobo
2283,musmos na tigre
2284,musmos na leon
2285,musmos na oso
2286,Caracas
2287,Montevideo
2288,Paramaribo
2289,Asuncion
2290,Quito
2291,Bogota
2292,Brasilia
2293,Sucre
2294,La Paz
2295,Buenos Aires
2296,Vanuatu
2297,Port Vila
2298,Tuvalu
2299,Funafuti
2300,Honiara
2301,Apia
2302,Port Moresby
2303,Niyusiland
2304,Wellington
2305,Arthur Wellesley
2306,Duke of Wellington
2307,First Duke of Wellington
2308,Iron Duke
2309,Bairiki
2310,Tarawa
2311,Suva
2312,Kanbera
2313,Washington D.C.
2314,Port-of-Spain
2315,Kingstown
2316,Castries
2317,Basseterre
2318,Lungsod ng Panama
2319,Managua
2320,Lungsod ng Meksiko
2321,Kingston
2322,Tegucigalpa
2323,Port-au-Prince
2324,Lungsod ng Guwatemala
2325,San Salvador
2326,Santo Domingo
2327,Roseau
2328,Habana
2329,San Jose
2330,Bridgetown
2331,Nassau
2332,Sana
2333,Hanoy
2334,Tashkent
2335,Ashgabat
2336,Pabo
2337,Angkara
2338,Bangkok
2339,Dushanbe
2340,Taipei
2341,Damasco
2342,Colombo
2343,Singapore
2344,Riyadh
2345,Doha
2346,Maynila
2347,Islamabad
2348,Muscat
2349,Kathmandu
2350,Ulan Bator
2351,Male
2352,Kuala Lumpur
2353,Beirut
2354,Vientiane
2355,Bishkek
2356,Seoul
2357,Pyongyang
2358,Astana
2359,Amman
2360,dagat Ionian
2361,kama
2362,Tokyo
2363,Jerusalem
2364,Baghdad
2365,Teheran
2366,Jakarta
2367,Bagong Delhi
2368,Peiping
2369,Beijing
2370,Phnom Penh
2371,Phom Penh
2372,Pnom Penh
2373,Yangon
2374,Rangoon
2375,Manama
2376,Dhaka
2377,Baku
2378,Jerevan
2379,Erivan
2380,Yerevan
2381,Kabul
2382,Aabul
2383,Salisbury
2384,Harare
2385,Lusaka
2386,Kampala
2387,Tunis
2388,Lome
2389,Dar es Salaam
2390,Mbabane
2391,Khartoum
2392,Pretoria
2393,Mogadiscio
2394,Mogadishu
2395,Freetown
2396,Victoria
2397,Dakar
2398,Kigali
2399,Abuja
2400,Niamey
2401,Windhoek
2402,Maputo
2403,Rabat
2404,Port Louis
2405,Nouakchott
2406,Bamako
2407,Lilongwe
2408,Antananarivo
2409,Tripoli
2410,Monrovia
2411,Monrovian
2412,Maseru
2413,Maserua
2414,Nairobi
2415,Conakry
2416,Accra
2417,Banjul
2418,Libreville
2419,Addis Ababa
2420,Asmara
2421,Malabo
2422,Kayro
2423,Leopoldville
2424,Kinsasa
2425,Brazzaville
2426,Praia
2427,Yaounde
2428,Bujumbura
2429,Gaborone
2430,Cardiff
2431,Kyeb
2432,Bern
2433,Stockholm
2434,Madrid
2435,Ljubljana
2436,Bratislava
2437,Belgrade
2438,Edinbur
2439,Bucharest
2440,Lisbon
2441,Warsaw
2442,Oslo
2443,Belfast
2444,Amsterdam
2445,Chisinau
2446,Valletta
2447,Skopje
2448,Vaduz
2449,Vilnius
2450,Riga
2451,Dublin
2452,Reykjavik
2453,Atenas
2454,Paris
2455,Helsinki
2456,Tallinn
2457,London
2458,jack london
2459,john griffith chaney
2460,Kopenhage
2461,Praga
2462,Nicosia
2463,Zagreb
2464,Sarajevo
2465,Bruselas
2466,Minsk
2467,Byena
2468,Republika ng Mauritius
2469,Mauritius
2470,Martinique
2471,Republika ng Marshall Islands
2472,Marshall Islands
2473,Republika ng Malta
2474,Malta
2475,Republika ng Malawi
2476,Malawi
2477,Republika ng Lithuania
2478,Lithuania
2479,Liechtenstein
2480,Lesotho Kaharian
2481,Lesotho
2482,Kaharian ng Lesotho
2483,Lebanon
2484,republika ng Lebanon
2485,Republika ng Kyrgyzstan
2486,Kyrgyzstan
2487,Republika ng Kiribati
2488,Kiribati
2489,Republika ng Kenya
2490,Kenya
2491,Jamaica
2492,Isle of Man
2493,Republika ng Iceland
2494,Iceland
2495,Holy See
2496,Guyana
2497,Guinea-Bissau
2498,Republika ng Guatemala
2499,Guatemala
2500,Guam
2501,Guadeloupe
2502,Grenada
2503,Greenland
2504,Great Britain
2505,Gabon
2506,Republika ng Gabon
2507,French Polynesia
2508,Fiji
2509,Falkland Islands
2510,Republika ng Equatorial Guinea
2511,Equatorial Guinea
2512,Republika ng El Salvador
2513,El Salvador
2514,Dominican Republic
2515,Dominica
2516,Djibouti
2517,kapitolyo ng Djibouti
2518,Republika ng Djibouti
2519,Denmark
2520,Czech Republic
2521,Croatia
2522,Costa Rica
2523,Comoros
2524,Chad
2525,Central African Republic
2526,Cayman Islands
2527,Cape Verde
2528,Cameroon
2529,Burkina Faso
2530,Botswana
2531,Republika ng Botswana
2532,Bhutan
2533,Bosnia and Herzegovina
2534,Bermuda
2535,Benin
2536,Republika ng Benin
2537,Dahomey
2538,Belize
2539,Belgium
2540,Belarus
2541,Barbados
2542,Bahamas
2543,Azerbaijan
2544,Awstrya
2545,Hayastan
2546,Armenia
2547,Antigua and Barbuda
2548,Anguilla
2549,Andorra
2550,AS
2551,Amerikan Samoa
2552,Algerie
2553,Algeria
2554,Timog Byetnam
2555,Hilaga Byetnam
2556,Byetnam
2557,Urugway
2558,US
2559,Amerika
2560,Estados Unidos ng Amerika
2561,Estados Unidos
2562,Bretanya
2563,Reyno Unido
2564,Ukraina
2565,Tibet
2566,sitsang
2567,thibet
2568,xizang
2569,Taywan
2570,Sirya
2571,Sudan
2572,Republika ng Sudan
2573,Soudan
2574,Ispanya
2575,Espanya
2576,Singgapur
2577,Rumanya
2578,Poland
2579,Pilipinas
2580,Peru
2581,Paragway
2582,Panama
2583,Pakistan
2584,Oman
2585,Nigerya
2586,Norwega
2587,Niger
2588,niger ilog
2589,Nikaragua
2590,Nepal
2591,Birmanya
2592,Myanmar
2593,Moroko
2594,Monggolya
2595,Munggolya
2596,Mehiko
2597,Meksiko
2598,Mawritanya
2599,Mauritania
2600,Malaisiya
2601,Madagaskar
2602,Madagascar
2603,Macao
2604,Luksemburgo
2605,Libya
2606,Liberya
2607,Liberia
2608,Letonya
2609,Kuweit
2610,Timog Korea
2611,Democratic People's Republic of Korea
2612,Hilagang Korea
2613,Kasakstan
2614,Israel
2615,Irlanda
2616,Indonesiya
2617,Indiya
2618,Unggarya
2619,Hong Kong
2620,Honduras
2621,Haiti
2622,Gresya
2623,Hibraltar
2624,Ghana
2625,Republika ng Ghana
2626,Gambia
2627,Republika ng Gambia
2628,Alemanya
2629,Pranses
2630,Prankisiya
2631,Pransiya
2632,Republika ng Pilandiya
2633,Pinlandiya
2634,Etyopya
2635,Republika ng Estonia
2636,Estonya
2637,Estados ng Eritrea
2638,Eritrea
2639,Ehipto
2640,Republika ng Ecuador
2641,Ecuador
2642,Republika ng Sayprus
2643,Sayprus
2644,Republika ng Kuba
2645,Kuba
2646,stairwell
2647,kabuuan
2648,komposisyon
2649,limitado
2650,katatawanan
2651,komedya
2652,liriko
2653,database
2654,lista
2655,listahan
2656,kompyuter
2657,medyas
2658,kalsetin
2659,bangko
2660,bintana
2661,durungawan
2662,pintuan
2663,pinto
2664,puwerta
2665,sapatos
2666,parol
2667,bentilador
2668,ngiti
2669,ngisi
2670,pagkatalo
2671,imposible
2672,test
2673,eksaminasyon
2674,pagsusulit
2675,posporo
2676,uniporme
2677,pampagana
2678,pulutan
2679,lundag
2680,talon
2681,sari-sari
2682,halo-halo
2683,postura
2684,tayo
2685,tindig
2686,tagasubaybay
2687,tagahanga
2688,tiyak
2689,sigurado
2690,kaparis
2691,katulad
2692,kasaysayan
2693,historya
2694,kable
2695,kawala
2696,takas
2697,materyales
2698,gamit
2699,instrumento
2700,pagsusuri
2701,kapalpakan
2702,kabiguan
2703,bituin
2704,tala
2705,madaling araw
2706,bukang-liwayway
2707,takipsilim
2708,dapithapon
2709,telepono
2710,pamayanan
2711,kumunidad
2712,terorista
2713,bandido
2714,tulisan
2715,preso
2716,bilanggo
2717,panustos
2718,panondo
2719,panata
2720,pangako
2721,hataw
2722,palo
2723,tugtog
2724,musika
2725,titik
2726,letra
2727,kabisera
2728,kapitolyo
2729,esensya
2730,buod
2731,lungkot
2732,lumbay
2733,garapon
2734,bote
2735,banga
2736,kumpiyansa
2737,tiwala
2738,kandila
2739,elektrisidad
2740,kuryente
2741,bughaw
2742,asul
2743,himala
2744,milagro
2745,pera
2746,salapi
2747,kanta
2748,awit
2749,pagsisiyasat
2750,pagsasaliksik
2751,kuwarto
2752,silid
2753,bilis
2754,tulin
2755,sandata
2756,armas
2757,sipa
2758,tadyak
2759,kamiseta
2760,pelikula
2761,sine
2762,simula
2763,umpisa
2764,bihasa
2765,eksperto
2766,suyo
2767,ligaw
2768,idlip
2769,tulog
2770,duda
2771,alinlangan
2772,relos
2773,kulungan
2774,piitan
2775,bilangguan
2776,saksak
2777,tusok
2778,yugto
2779,tsapter
2780,sabog
2781,putok
2782,seksyon
2783,edad
2784,pirma
2785,lagda
2786,kalatas
2787,mensahe
2788,liham
2789,sulat
2790,lahat
2791,buo
2792,lihim
2793,sikreto
2794,guhit
2795,linya
2796,mag-alay
2797,maghandog
2798,pamahalaan
2799,gobyerno
2800,awtoridad
2801,bodega
2802,imbakan
2803,uri
2804,klase
2805,kalidad
2806,landas
2807,hudyat.senyas
2808,gunita
2809,alaala
2810,kaalaman
2811,impormasyon
2812,datos
2813,agad
2814,apura
2815,ragasa
2816,panuto
2817,putahe
2818,ulam
2819,laki
2820,dagdag
2821,kabit
2822,kirida
2823,kuro-kuro
2824,palagay
2825,kaisipan
2826,opinyon
2827,paniwala
2828,damdamin
2829,pahayag
2830,balita
2831,ekspres
2832,hugis
2833,hubog
2834,karanasan
2835,danas
2836,kompetisyon
2837,paligsahan
2838,palakasan
2839,paglinang
2840,pagunlad
2841,hagibis
2842,kondisyon
2843,tanggapan
2844,opisina
2845,siyasat
2846,saliksik
2847,pakay
2848,layon
2849,obhetibo
2850,tutok
2851,asinta
2852,Tudla
2853,batas
2854,gawa
2855,akto
2856,Acts
2857,Republika ng Chechen
2858,Chechen
2859,Siberian husky
2860,New Siberian Islands
2861,taga-Siberia
2862,Georgian monetary unit
2863,Georgian
2864,Muscovite
2865,Yeniseian
2866,Mansi
2867,Vogul
2868,Vepsian
2869,Vepse
2870,Veps
2871,Samoyede
2872,Samoyed
2873,Ostyak-Samoyed
2874,Selkup
2875,Nganasan
2876,Mordvinian
2877,Mordvin
2878,Mordva
2879,Ostyak
2880,Khanty
2881,Karelian
2882,Carelian
2883,Ingrian
2884,Ingerman
2885,Inger
2886,Mari
2887,Cheremiss
2888,Cheremis
2889,Komi
2890,Udmurt
2891,Tatar
2892,Russian monetary unit
2893,Russian Orthodox Church
2894,Pederasyong ng Russia
2895,Russia
2896,Moscow
2897,Dakilang Russian
2898,Belarusian
2899,Maputing Russian
2900,Russian wolfhound
2901,borzoi
2902,Putting Russian
2903,Byelorussian
2904,Belorussian
2905,Soviet Russia
2906,Russian
2907,Bavarian cream
2908,Bavarian blue
2909,Bavarian
2910,Prussian asparagus
2911,bath asparagus
2912,asul na Prussian
2913,Lumang Prussian
2914,Prussian
2915,Kanlurang Berliner
2916,Berliner
2917,Krauthead
2918,Kraut
2919,Jerry
2920,Hun
2921,Boche
2922,Sardinian
2923,Neapolitan na surbetes
2924,Neapolitan
2925,Milanese
2926,Min
2927,diyalektong Min
2928,Fukien
2929,Taiwanese
2930,taga-Taiwan
2931,Syrian monetary unit
2932,Ursus arctos syriacus; Siryan bear
2933,disyertong Syrian
2934,Republika ng Syrian Arab
2935,Syria
2936,taga-Syria
2937,Sherpa
2938,Sinhalese
2939,Singhalese
2940,Parthian
2941,taga-Parthia
2942,Bangladeshi
2943,Pakistani rupee
2944,Pakistani monetary unit
2945,taga-Pakistan
2946,Nepalese rupee
2947,Nepalese monetary unit
2948,taga-Nepal
2949,taga-Maldives
2950,Malayan
2951,Malay
2952,Bahasa Malaysia
2953,Malaysian monetary unit
2954,grupong Malaysian Militant
2955,grupong Malaysian Mujahidin
2956,taga-Malaysia
2957,Lebanese Hizballah; Hizballah
2958,Lebanese monetary unit
2959,taga-Lebanon
2960,Lao People's Democratic Republic
2961,Laotian
2962,Lao
2963,Kuwaiti monetary unit
2964,Kuwaiti dirham
2965,Kuwaiti dinar
2966,Kuwaiti
2967,Kurd
2968,Koreano
2969,Jordanian monetary unit
2970,Jordanian dinar
2971,Jordanian
2972,Burundi
2973,Burundian
2974,Beninese
2975,lengwahe Bantoid
2976,Bantu
2977,Algiers
2978,Algerian monetary unit
2979,Algerian dinar
2980,dinar
2981,Algerian
2982,bansang Aprikano
2983,Kanlurang Aprikano
2984,Timog na Aprikano
2985,South African monetary unit
2986,republika ng sentral Africa
2987,Sentral Africa
2988,Central African Republic franc
2989,negkrong Aprikano
2990,Afrikaans
2991,Aprikanong Amerikano
2992,Aprikano
2993,Australyano
2994,jawan
2995,Bohemian waxwing
2996,Rommany
2997,Romany
2998,Romani
2999,Gypsy
3000,Gipsy
3001,taga-Bohemia
3002,Roma
3003,Bohemian
3004,Maratha
3005,Mahratta
3006,Panjabi
3007,Punjabi
3008,taga-Punjab
3009,Oriya
3010,taga-Orissa
3011,Kashmiri
3012,taga-Kashmir
3013,Gujarati
3014,taga-Gujarat
3015,Timog-Sentral Dravidian
3016,Timog Dravidian
3017,Hilagang Dravidian
3018,Lengwaheng Dravidian
3019,Sentral Dravidian
3020,Dravidian
3021,Asamiya
3022,Assamese
3023,taga-Timor
3024,lahing Mongoloid
3025,lahing Mongolian
3026,taga-Mongolia
3027,taga-Iberia
3028,Iberian
3029,Basotho
3030,Luanda
3031,Angolan monetary unit
3032,Angolan
3033,Genoese
3034,Florentine
3035,Samnite
3036,Oscan
3037,Tuscan order
3038,Tuscan
3039,Sicilian Mafia
3040,Maffia
3041,Mafia
3042,Sicilian pizza
3043,Sicilian
3044,Venetian red
3045,Venetian glass
3046,Venetian
3047,Ilog Sabine
3048,Sabine
3049,sabine ilog
3050,Neopolitan
3051,Etruscan
3052,Moegasque
3053,Monacan
3054,Iberian Peninsula
3055,Grecian
3056,Dalmatia pyrethrum
3057,Dalmatian pyrethrum
3058,pyrethrum
3059,Cystisus ramentaceus
3060,Petteria ramentacea
3061,Dalmatian laburnum
3062,Iris pallida
3063,Dalmatian Iris
3064,Dalmatian
3065,Yugoslavian monetary unit
3066,Yugoslavian dinar
3067,Yugoslavian
3068,Slovenian
3069,Gibraltarian
3070,German silver
3071,German bee
3072,black bee
3073,Old High German
3074,German Nazi
3075,Nazi
3076,Nazi Party
3077,Nationalist Socialist German Workers' Party
3078,Middle Low German
3079,Middle High German
3080,German Luftwaffe
3081,Luftwaffe
3082,Low German
3083,Louie the German
3084,Louis the Stammerer
3085,Louis le Begue
3086,Louis II
3087,High German
3088,German shepherd
3089,German monetary unit
3090,German lesson
3091,Iris germanica
3092,German iris
3093,Iris kochii
3094,Blatella germanica
3095,Croton bug
3096,German na ipis
3097,German American
3098,Silangang Germany
3099,Silangang German
3100,Berlin
3101,Irving Berlin
3102,Israel Baline
3103,German
3104,Maltese Iira
3105,Iira
3106,pusang Maltese
3107,Maltese
3108,Malti
3109,Maltese monetary unit
3110,asong Maltese
3111,Maltese terrier
3112,krus ng Maltese
3113,Welshman
3114,Welsh
3115,Cymry
3116,Cambrian
3117,Ukanian monetary unit
3118,Ukranian
3119,Tyrolean Alps
3120,Tyrolean
3121,Swede
3122,Espanyol
3123,Slovene
3124,Scottish Lowlander
3125,Lowlander
3126,Scottish Highlander
3127,Highlander
3128,Scotsman
3129,Scotchman
3130,Scot
3131,San Marinese
3132,Romanian monetary unit
3133,Rumanian
3134,Romanian
3135,republika ng Portugal
3136,Portugal
3137,Portuguese monetary unit
3138,Portuguese
3139,South Pole
3140,North Pole
3141,Pole
3142,mitolohiyang Norse
3143,dyos ng Norse
3144,Scandinavian language
3145,Nordic
3146,Scandinavian
3147,lumang Norse
3148,Northman
3149,Norse
3150,Norwegian
3151,Norseman
3152,gyera ng Macedonia
3153,Macedonian
3154,Luxemburger
3155,Luxembourger
3156,Liechtensteiner
3157,Sami
3158,Same
3159,Saami
3160,Saame
3161,Lapplander
3162,Lapp
3163,katolikong romano
3164,Banal na Romanong Emperador
3165,Holy Roman Emperor Frederick II
3166,Frederick II
3167,Papa
3168,Santo Papa
3169,Romano
